              instance      n    k       time        ttb  cons_bal   cons_cmp     bal       cmp   repl   feas        seed
  del-n1000-k10-s21163   1000   10  1800.0002   223.2830    0.3557   678.4397  0.0000  403.2961  10437   9506   699780074
  del-n1000-k10-s21163   1000   10  1800.0003  1053.3374    0.8247   626.9185  0.0000  412.8929  10417   9484  1183744470
   del-n1000-k10-s8083   1000   10  1800.0003   302.9998    0.9745   622.4065  0.0000  419.6898  10269   9601  1298468351
   del-n1000-k10-s8083   1000   10  1800.0004   290.5110    0.3359   764.5247  0.0000  416.3479  10352   9725   456662162
   del-n1000-k10-s8083   1000   10  1800.0003   344.5135    0.9798   618.3781  0.0000  417.0668  10300   9670  2530026332
   del-n1000-k10-s8083   1000   10  1800.0002  1436.0695    0.7127   644.7557  0.0000  421.5339  10320   9679  3356981435
   del-n1000-k10-s8083   1000   10  1800.0003  1453.5924    0.7683   537.5920  0.0000  417.1381  10236   9613  3185965607
   del-n1000-k10-s8083   1000   10  1800.0003  1635.8338    0.3977   777.6923  0.0000  417.2973  10234   9691  1391055082
   del-n1000-k10-s8083   1000   10  1800.0003  1343.5664    0.0237   611.0133  0.0000  421.5339  10316   9686   588866836
   del-n1000-k10-s8083   1000   10  1800.0003   525.4748    1.4947   664.1108  0.0000  419.6898  10216   9633  2851713122
   del-n1000-k10-s8083   1000   10  1800.0003  1382.4617    0.8813   764.5005  0.0000  417.2973  10445   9815  2332780392
   del-n1000-k10-s8083   1000   10  1800.0004    39.6060    1.1794   517.7944  0.0000  417.9772  10447   9764  1491067428
   del-n1000-k16-s3985   1000   16  1800.0003   211.7545    1.8660   459.8353  0.0000  346.9156  12303   4592  4179775291
   del-n1000-k16-s3985   1000   16  1800.0004   867.8733    1.9622   560.3265  0.0000  360.7729  12491   4732  2906554765
   del-n1000-k16-s3985   1000   16  1800.0004   116.4334    1.4751   604.4821  0.0000  360.7729  12372   4741  1812202928
   del-n1000-k16-s3985   1000   16  1800.0004  1540.3460    0.8433   619.8860  0.0000  359.1606  12457   4707  2722297322
   del-n1000-k16-s3985   1000   16  1800.0004   394.7403    1.4534   718.3311  0.0000  352.4124  12431   4616  2345752561
   del-n1000-k16-s3985   1000   16  1800.0003   623.6851    3.4504   587.8288  0.0000  344.9264  12524   4633  2408798296
   del-n1000-k16-s3985   1000   16  1800.0003   144.5218    1.5073   486.0158  0.0000  343.9401  12298   4673  2502905262
   del-n1000-k16-s3985   1000   16  1800.0004   116.1444    1.7475   717.8891  0.0000  351.3339  12500   4703  2392645326
   del-n1000-k16-s3985   1000   16  1800.0003   800.6454    3.9079   488.1755  0.0000  360.1197  12492   4625  3850878130
   del-n1000-k16-s3985   1000   16  1800.0004  1736.7988    1.6266   494.4994  0.0000  359.8436  12387   4724  1210053535
  del-n1000-k16-s61071   1000   16  1800.0004  1545.3547    2.1002   737.1600  0.0000  362.3544  12814   3488  1389779055
  del-n1000-k16-s61071   1000   16  1800.0004  1460.4230    0.6631   701.2628  0.0000  378.6051  12804   3398  2702780482
  del-n1000-k16-s61071   1000   16  1800.0004  1295.3738    2.4147   633.2382  0.0000  373.0336  12822   3575  2530373703
  del-n1000-k16-s61071   1000   16  1800.0004   855.9302    2.5585  1004.8847  0.0000  371.3266  12738   3518  3254168860
  del-n1000-k16-s61071   1000   16  1800.0004  1310.7886    0.3800   602.1253  0.0000  364.9518  13005   3532  2847364381
  del-n1000-k16-s61071   1000   16  1800.0003   138.8161    1.3251   456.4876  0.0000  369.6978  12830   3480  2875304155
  del-n1000-k16-s61071   1000   16  1800.0004  1084.8863    0.9849   424.3919  0.0000  362.3039  12814   3473   201455222
  del-n1000-k16-s61071   1000   16  1800.0025   714.5882    2.5461   573.1821  0.0000  371.1038  12894   3479  3105266999
  del-n1000-k16-s61071   1000   16  1800.0003  1309.8041    2.7590  1000.4029  0.0000  359.8903  12807   3520  2929309275
  del-n1000-k16-s61071   1000   16  1800.0003   347.8962    2.7314   438.4178  0.0000  374.2514  12780   3469  3136596784
    del-n1000-k16-s801   1000   16  1800.0003  1112.2349    1.7538   674.8041  0.0000  374.4132  12899   3285  2354766607
    del-n1000-k16-s801   1000   16  1800.0005   740.3668    1.8216   525.4711  0.0000  379.7489  12979   3246  2863318408
    del-n1000-k16-s801   1000   16  1800.0004  1752.8475    2.0298   597.5720  0.0000  350.3796  12935   3202  3187356021
    del-n1000-k16-s801   1000   16  1800.0004   488.1106    1.4339   520.9850  0.0000  373.2669  12977   3221  3670282811
    del-n1000-k16-s801   1000   16  1800.0004   111.8880    1.8983   488.8331  0.0000  349.3939  12831   3182  2974099302
    del-n1000-k16-s801   1000   16  1800.0004  1786.8694    1.9389   620.3184  0.0000  370.9885  12890   3151  2397040430
    del-n1000-k16-s801   1000   16  1800.0044  1583.6084    3.0380   448.6950  0.0000  374.8491  12846   3310  1873576124
    del-n1000-k16-s801   1000   16  1800.0003    97.6753    2.4050   445.1934  0.0000  361.6053  12893   3222  1192404671
    del-n1000-k16-s801   1000   16  1800.0003   816.2665    3.4744   791.0861  0.0000  374.2210  12743   3216  2864964865
    del-n1000-k16-s801   1000   16  1800.0004  1227.9188    0.5438   753.1478  0.0000  374.6721  12790   3223  1743504368
    del-n1000-k5-s2292   1000    5  1800.0003  1498.6006    0.0962   835.3810  0.0000  620.4622  12676  12585  3333070761
    del-n1000-k5-s2292   1000    5  1800.0003   185.4141    0.2022  1011.8280  0.0000  618.1947  12756  12681  4259130588
    del-n1000-k5-s2292   1000    5  1800.0004  1540.9857    0.2284  1032.9043  0.0000  615.4256  12645  12543   672095429
    del-n1000-k5-s2292   1000    5  1800.0003   210.7306    0.0087  1029.4601  0.0000  619.3915  12687  12595  4113421833
    del-n1000-k5-s2292   1000    5  1800.0003  1155.4431    0.3721  1011.8280  0.0000  618.1937  12834  12736   330723509
    del-n1000-k5-s2292   1000    5  1800.0004  1642.1716    0.3721  1011.8280  0.0000  618.1937  12616  12525  2311867450
    del-n1000-k5-s2292   1000    5  1800.0003  1180.8191    0.1081   835.3810  0.0000  620.4622  12718  12624   946165940
    del-n1000-k5-s2292   1000    5  1800.0003   321.6010    0.0000  1029.4601  0.0000  614.9066  12756  12672  2608754042
    del-n1000-k5-s2292   1000    5  1800.0003   769.6684    0.0192  1032.9043  0.0000  619.7073  12784  12683   376300648
    del-n1000-k5-s2292   1000    5  1800.0018   294.6540    0.2022  1011.8280  0.0000  615.4256  12813  12709  3002714679
   del-n1000-k5-s54458   1000    5  1800.0003  1507.1361    0.0121   738.3022  0.0000  607.5036  12452  12338   587191132
   del-n1000-k5-s54458   1000    5  1800.0003   440.1102    0.0034   879.0218  0.0000  614.2811  12433  12309  3682241390
   del-n1000-k5-s54458   1000    5  1800.0003   429.1029    0.4515   995.5143  0.0000  612.2709  12413  12306  4288353396
   del-n1000-k5-s54458   1000    5  1800.0003   727.6852    0.0002   995.5143  0.0000  611.6854  12417  12290  1392266765
   del-n1000-k5-s54458   1000    5  1800.0003   433.7416    0.0103   995.5143  0.0000  612.4917  12346  12195  1504897237
   del-n1000-k5-s54458   1000    5  1800.0003  1133.3739    0.0081   981.2894  0.0000  611.0428  12411  12260  1724578046
   del-n1000-k5-s54458   1000    5  1800.0003  1240.8488    0.0000  1041.7405  0.0000  613.6586  12395  12283   697182678
   del-n1000-k5-s54458   1000    5  1800.0003  1728.9902    0.0276   845.8832  0.0000  611.3635  12239  12122   838938505
   del-n1000-k5-s54458   1000    5  1800.0003  1394.4985    0.0122   796.2216  0.0000  611.0428  12378  12234  4272108572
   del-n1000-k5-s54458   1000    5  1800.0004  1292.6645    0.0430   707.7415  0.0000  614.0078  12473  12341  2658632500
   del-n1000-k5-s59721   1000    5  1800.0003    21.6955    0.0000   825.8621  0.0000  610.6518  13841  13778  3226215082
   del-n1000-k5-s59721   1000    5  1800.0003    30.2718    0.0000   954.4121  0.0000  610.6518  13691  13616  2258552252
   del-n1000-k5-s59721   1000    5  1800.0003    12.1420    0.0000   777.2268  0.0000  610.6518  13701  13631  4039902338
   del-n1000-k5-s59721   1000    5  1800.0003    30.3359    0.0000   970.1892  0.0000  610.6518  13717  13646  4045515002
   del-n1000-k5-s59721   1000    5  1800.0004    18.2104    0.0000   987.1986  0.0000  610.6518  13777  13697  3662294351
   del-n1000-k5-s59721   1000    5  1800.0003    32.7984    0.0000   828.6138  0.0000  610.6518  13563  13512  2121885410
   del-n1000-k5-s59721   1000    5  1800.0003    35.0784    0.0402   744.8826  0.0000  610.6518  13530  13459  2166009203
   del-n1000-k5-s59721   1000    5  1800.0003     5.7140    0.0000  1000.1541  0.0000  610.6518  13672  13590  2371201628
   del-n1000-k5-s59721   1000    5  1800.0038    16.7475    0.0000   994.6033  0.0000  610.6518  13819  13737  1081202158
   del-n1000-k5-s59721   1000    5  1800.0090     7.8150    0.0000   844.4033  0.0000  610.6518  13802  13730  1763767155
del-n10000-k100-s11912  10000  100  1800.0003  1139.4194   12.7706   296.0999  0.0000  214.5931   1768    552  3649230724
del-n10000-k100-s11912  10000  100  1800.0002    64.2128   17.9228   218.7047  0.0000  219.8190   1774    530  3292736276
del-n10000-k100-s11912  10000  100  1800.0002  1627.9689   18.6011   314.7743  0.0000  224.2832   1739    511  3894154743
del-n10000-k100-s11912  10000  100  1800.0003   648.8009   17.3335   230.9187  0.0000  226.5082   1732    528  3386494729
del-n10000-k100-s11912  10000  100  1800.0003   708.0532   13.9246   230.8039  0.0000  223.2940   1750    503  1333610414
del-n10000-k100-s11912  10000  100  1800.0628  1015.3859   14.9871   235.2898  0.0000  232.0849   1764    481  2655744456
